0000037c,00000001,000ffffd,18
00000858,00000001,000ffffe,208282
0000085c,00000001,000ffffe,208758
00000874,00000001,000ffffe,208838
000007b4,00000002,000ffffe,209151
0000082c,00000244,00080461,209178
000007fc,00000013,00080055,209564
000007d8,00000001,000ffffe,210523
0000082c,00000244,00080441,210595
000007bc,0000000c,00080401,210788
00000800,00000001,000ffffe,211144
000007b4,00000002,000ffffe,211661
0000082c,00000244,00080450,211907
000007d0,00000001,000ffffe,212557
0000082c,00000244,00080463,212677
000007ec,00000002,000ffffe,212788
00000884,00000001,000ffffe,213142
000007fc,00000013,00080056,213338
0000083c,00000002,000ffffe,213650
000007fc,00000013,00080058,213832
000007d0,00000001,000ffffe,213897
00000800,00000001,000ffffe,213939
000007c0,00000001,000ffffe,214200
000007b4,00000002,000ffffe,214332
00000820,00000002,000ffffe,214398
000007b4,00000002,000ffffe,214703
000007bc,0000000c,00080400,214866
000007c0,00000001,000ffffe,214932
000007d0,00000001,000ffffe,214971
000007d8,00000001,000ffffe,214991
0000084c,00000001,000ffffe,215686
0000082c,00000244,00080458,215852
0000083c,00000002,000ffffe,215894
000007c0,00000001,000ffffe,215997
000007ac,00000001,000ffffe,216289
000007ec,00000002,000ffffe,216676
000007d8,00000001,000ffffe,217140
000007ac,00000001,000ffffe,217373
000007c0,00000001,000ffffe,217490
000007d8,00000001,000ffffe,217549
00000854,00000001,000ffffe,217579
0000085c,00000001,000ffffe,217866
000007ac,00000001,000ffffe,218010
000007bc,0000000c,00080400,218365
0000085c,00000001,000ffffe,218798
00000848,00000007,00080400,219266
0000083c,00000002,000ffffe,219764
0000085c,00000001,000ffffe,220015
0000083c,00000002,000ffffe,220382
0000085c,00000001,000ffffe,220804
0000085c,00000001,000ffffe,221394
0000082c,00000244,00080453,221595
00000820,00000002,000ffffe,221824
000007ec,00000002,000ffffe,222039
000007ac,00000001,000ffffe,222146
00000818,00000001,000ffffe,222440
000007ec,00000002,000ffffe,222828
00000820,00000002,000ffffe,223022
00000800,00000001,000ffffe,223390
000007c0,00000001,000ffffe,223575
000007b4,00000002,000ffffe,223669
000007ac,00000001,000ffffe,223715
000007d8,00000001,000ffffe,223739
000007d0,00000001,000ffffe,224023
00000818,00000001,000ffffe,224437
000007c0,00000001,000ffffe,224916
0000084c,00000001,000ffffe,225156
000007d0,00000001,000ffffe,225516
000007ec,00000002,000ffffe,225937
00000818,00000001,000ffffe,226386
000007bc,0000000c,00080401,226894
000007d0,00000001,000ffffe,227132
000007d8,00000001,000ffffe,227257
000007d8,00000001,000ffffe,227352
00000800,00000001,000ffffe,227640
0000082c,00000244,0008044c,227899
0000084c,00000001,000ffffe,228056
00000820,00000002,000ffffe,228537
0000085c,00000001,000ffffe,229048
00000820,00000002,000ffffe,229545
000007d0,00000001,000ffffe,230032
000007c0,00000001,000ffffe,230516
00000894,00000001,000ffffe,230998
00000854,00000001,000ffffe,231479
000007ac,00000001,000ffffe,231720
000007fc,00000013,00080059,231859
000007d0,00000001,000ffffe,231933
000007b4,00000002,000ffffe,231950
000007d8,00000001,000ffffe,232229
0000082c,00000244,0008045a,232481
0000085c,00000001,000ffffe,232641
0000085c,00000001,000ffffe,233630
0000082c,00000244,00080460,233698
00000800,00000001,000ffffe,233886
000007d8,00000001,000ffffe,234254
000007b4,00000002,000ffffe,234679
000007ec,00000002,000ffffe,235131
00000820,00000002,000ffffe,235629
00000848,00000007,00080400,236123
000007bc,0000000c,00080400,236373
00000854,00000001,000ffffe,236547
000007bc,0000000c,00080400,236829
00000848,00000007,00080400,236960
0000082c,00000244,00080455,237064
00000834,00000001,000ffffe,237294
000007fc,00000013,00080059,237754
000007bc,0000000c,00080400,238208
000007d8,00000001,000ffffe,238428
000007fc,00000013,0008005a,238562
00000820,00000002,000ffffe,238843
00000818,00000001,000ffffe,239231
00000848,00000007,00080400,239432
00000858,00000001,000ffffe,239524
000007d0,00000001,000ffffe,239958
000007b4,00000002,000ffffe,240032
000007ac,00000001,000ffffe,240068
000007ac,00000001,000ffffe,240087
00000820,00000002,000ffffe,240098
0000082c,00000244,00080446,240392
00000858,00000001,000ffffe,240513
00000848,0000000b,00080401,240900
0000082c,00000244,00080444,240953
000007ec,00000002,000ffffe,241045
0000082c,00000244,00080459,241162
0000083c,00000002,000ffffe,241394
000007fc,00000013,00080058,241586
000007ac,00000001,000ffffe,241656
00000834,00000001,000ffffe,241972
000007b4,00000002,000ffffe,242371
000007ec,00000002,000ffffe,242842
00000848,00000007,00080401,243083
000007b4,00000002,000ffffe,243436
00000834,00000001,000ffffe,244064
0000082c,00000244,00080445,244433
0000085c,00000001,000ffffe,244441
00000858,00000001,000ffffe,244630
00000858,00000001,000ffffe,244725
00000800,00000001,000ffffe,244773
0000084c,00000001,000ffffe,245037
000007b4,00000002,000ffffe,245442
00000818,00000001,000ffffe,245915
00000848,00000007,00080401,246430
000007c0,00000001,000ffffe,246679
000007fc,00000013,00080058,246825
000007fc,00000013,00080059,247129
00000818,00000001,000ffffe,247503
000008e8,00000001,000ffffe,248477
0000082c,000003c9,0008044b,248939
000007c0,00000001,000ffffe,248970
000007c0,00000001,000ffffe,249217
0000083c,00000002,000ffffe,249342
000007b4,00000002,000ffffe,249644
000007bc,0000000c,00080400,250045
00000800,00000001,000ffffe,250230
000007fc,00000013,0008005a,250618
00000848,00000007,00080400,251031
00000800,00000001,000ffffe,251238
000007b4,00000002,000ffffe,251346
00000858,00000001,000ffffe,251399
0000085c,00000001,000ffffe,251666
00000818,00000001,000ffffe,251800
000007ec,00000002,000ffffe,252140
00000848,00000007,00080400,252315
00000854,00000001,000ffffe,252634
00000800,00000001,000ffffe,252797
000007d0,00000001,000ffffe,252879
0000083c,00000002,000ffffe,253193
0000085c,00000001,000ffffe,253349
000007bc,0000000c,00080400,253439
0000083c,00000002,000ffffe,253469
000007fc,00000013,0008005b,253746
000007ac,00000001,000ffffe,254130
00000858,00000001,000ffffe,254603
00000854,00000001,000ffffe,254840
000007bc,0000000c,00080400,254970
000007d8,00000001,000ffffe,255019
0000085c,00000001,000ffffe,255289
000007fc,00000013,0008005b,255714
000007d8,00000001,000ffffe,256274
0000082c,00000244,0008044c,256479
000007d0,00000001,000ffffe,256701
00000818,00000001,000ffffe,256915
00000858,00000001,000ffffe,257294
00000858,00000001,000ffffe,257484
000007ac,00000001,000ffffe,257819
00000854,00000001,000ffffe,257987
000007fc,00000173,0008005a,258681
0000083c,00000002,000ffffe,258746
00000848,00000007,00080401,259208
000007d8,00000001,000ffffe,259431
000007ec,00000002,000ffffe,259547
000007fc,00000013,0008005b,259622
000007ac,00000001,000ffffe,259873
000007bc,0000000c,00080401,260019
0000083c,00000002,000ffffe,260077
0000084c,00000001,000ffffe,260382
0000085c,00000001,000ffffe,260775
000007ec,00000002,000ffffe,260973
000007ac,00000001,000ffffe,261071
00000834,00000001,000ffffe,261121
000007fc,00000013,0008005a,261638
00000858,00000001,000ffffe,261877
0000082c,00000244,00080466,261965
0000083c,00000002,000ffffe,262007
000007bc,0000000c,00080401,262082
00000854,00000001,000ffffe,262104
00000848,00000007,00080401,262127
000007d0,00000001,000ffffe,262130
00000818,00000001,000ffffe,262135
00000834,00000001,000ffffe,262138
00000848,0000000b,00080401,262150
0000082c,00000244,00080441,262165
0000084c,00000001,000ffffe,262550
00000800,00000001,000ffffe,262619
000007d8,00000001,000ffffe,262654
000007d0,00000001,000ffffe,262672
00000818,00000001,000ffffe,262953
0000082c,00000244,00080459,262992
00000858,00000001,000ffffe,263094
00000834,00000001,000ffffe,263165
00000820,00000002,000ffffe,263202
0000083c,00000002,000ffffe,263861
0000082c,00000244,0008044e,264038
00000848,00000007,00080401,264067
000007b4,00000002,000ffffe,264163
00000848,00000007,00080401,264219
000007bc,0000000c,00080401,264250
000007bc,0000000c,00080401,264678
00000858,00000001,000ffffe,264739
00000870,00000001,000ffffe,265047
0000082c,00000244,00080445,265103
000007ec,00000002,000ffffe,265442
00000818,00000001,000ffffe,265910
00000854,00000001,000ffffe,266145
000008a4,00000002,000ffffe,266264
00000894,00000001,000ffffe,266562
0000083c,00000002,000ffffe,266713
0000085c,00000001,000ffffe,267059
0000084c,00000001,000ffffe,267560
00000800,00000001,000ffffe,267724
0000082c,00000244,00080445,267812
00000854,00000001,000ffffe,268046
000007bc,0000000c,00080400,268490
00000820,00000002,000ffffe,268697
000007d8,00000001,000ffffe,268805
000007c0,00000001,000ffffe,268860
00000834,00000001,000ffffe,268888
000007c0,00000001,000ffffe,269174
00000818,00000001,000ffffe,269589
00000800,00000001,000ffffe,269797
0000083c,00000002,000ffffe,270174
0000082c,0000236e,00080473,270588
000007d0,00000001,000ffffe,270601
000007ec,00000002,000ffffe,271555
0000082c,00000244,00080467,271634
0000085c,00000001,000ffffe,271804
000007c0,00000001,000ffffe,272169
0000084c,00000001,000ffffe,272352
000007bc,0000000c,00080400,272455
00000854,00000001,000ffffe,272762
000007ec,00000002,000ffffe,273162
00000854,00000001,000ffffe,273361
00000858,00000001,000ffffe,273733
0000084c,00000001,000ffffe,274159
00000834,00000001,000ffffe,274612
000007b4,00000002,000ffffe,274840
000007b4,00000002,000ffffe,274954
0000083c,00000002,000ffffe,275251
000007ac,00000001,000ffffe,275399
0000085c,00000001,000ffffe,275474
0000085c,00000001,000ffffe,275512
00000858,00000001,000ffffe,275901
00000834,00000001,000ffffe,276238
0000082c,00000244,0008046f,276350
00000820,00000002,000ffffe,276408
00000818,00000001,000ffffe,276492
00000848,00000007,00080401,276541
00000858,00000001,000ffffe,276557
0000084c,00000001,000ffffe,276840
000007d8,00000001,000ffffe,276982
0000084c,00000001,000ffffe,277325
00000854,00000001,000ffffe,277497
00000818,00000001,000ffffe,277823
00000854,00000001,000ffffe,278258
000007ec,00000002,000ffffe,278477
00000854,00000001,000ffffe,278857
00000858,00000001,000ffffe,279048
0000085c,00000001,000ffffe,279144
000007d8,00000001,000ffffe,279464
000007ec,00000002,000ffffe,279865
00000834,00000001,000ffffe,280336
00000854,00000001,000ffffe,280844
000007ec,00000002,000ffffe,281339
00000800,00000001,000ffffe,281825
000007d8,00000001,000ffffe,282069
0000084c,00000001,000ffffe,282431
00000800,00000001,000ffffe,282852
00000820,00000002,000ffffe,283064
000007bc,0000000c,00080401,283180
000007ac,00000001,000ffffe,283462
00000848,00000007,00080401,283615
00000834,00000001,000ffffe,283683
000008e4,00000001,000ffffe,283992
000008e0,00000001,000ffffe,284147
000008a4,00000002,000ffffe,284226
00000820,00000002,000ffffe,284537
00000848,00000007,00080400,284698
00000834,00000001,000ffffe,285042
000007c0,00000001,000ffffe,285489
00000800,00000001,000ffffe,285713
000007bc,0000000c,00080400,286108
00000854,00000001,000ffffe,286529
000007ec,00000002,000ffffe,286986
000007bc,0000000c,00080400,287496
000007fc,00000013,0008005e,287993
000007fc,00000013,0008005e,288478
000007c0,00000001,000ffffe,288703
00000858,00000001,000ffffe,289126
00000854,00000001,000ffffe,289277
00000854,00000001,000ffffe,289353
0000082c,00000244,00080467,289404
00000834,00000001,000ffffe,289663
00000800,00000001,000ffffe,290058
000007ec,00000002,000ffffe,290257
00000854,00000001,000ffffe,290627
000007bc,0000000c,00080400,290824
00000834,00000001,000ffffe,291146
00000858,00000001,000ffffe,291313
000007ec,00000002,000ffffe,291398
00000854,00000001,000ffffe,291711
000007d0,00000001,000ffffe,292108
0000083c,00000002,000ffffe,292308
0000085c,00000001,000ffffe,292407
0000083c,00000002,000ffffe,292698
00000800,00000001,000ffffe,293082
0000083c,00000002,000ffffe,293373
000007d8,00000001,000ffffe,293421
000007d8,00000001,000ffffe,293459
00000834,00000001,000ffffe,293466
00000854,00000001,000ffffe,293470
00000848,00000007,00080401,293750
0000082c,00000244,00080455,293854
0000082c,00000244,00080466,294025
000007d8,00000001,000ffffe,294153
00000820,00000002,000ffffe,294359
0000085c,00000001,000ffffe,294461
0000083c,00000002,000ffffe,294514
0000083c,00000002,000ffffe,294780
00000818,00000001,000ffffe,295184
00000834,00000001,000ffffe,295387
000007ac,00000001,000ffffe,295489
000007ec,00000002,000ffffe,295781
000007ac,00000001,000ffffe,295926
00000834,00000001,000ffffe,296271
00000848,00000007,00080401,296450
000007a0,00000006,00080401,296536
000007bc,0000000c,00080401,296586
00000858,00000001,000ffffe,296837
000007d0,00000001,000ffffe,297442
000007ec,00000002,000ffffe,297816
0000082c,00000244,0008044c,297819
000007c0,00000001,000ffffe,298002
000007bc,0000000c,00080401,298107
000007fc,00000013,0008005e,298433
0000084c,00000001,000ffffe,298575
0000084c,00000001,000ffffe,298927
000007fc,00000013,0008005f,299393
000007d8,00000001,000ffffe,299839
000007d8,00000001,000ffffe,300343
00000834,00000001,000ffffe,300835
0000083c,00000002,000ffffe,301322
000008ac,0000000c,00080400,301815
000008c4,00000002,000ffffe,302047
00000854,00000001,000ffffe,302407
000007fc,00000013,00080061,302606
000007c0,00000001,000ffffe,302679
000007b4,00000002,000ffffe,302726
00000858,00000001,000ffffe,302988
00000854,00000001,000ffffe,303120
000007bc,0000000c,00080400,303469
0000084c,00000001,000ffffe,303899
00000800,00000001,000ffffe,304120
000007d8,00000001,000ffffe,304231
000007d0,00000001,000ffffe,304287
0000084c,00000001,000ffffe,304555
000007c0,00000001,000ffffe,304961
00000834,00000001,000ffffe,305436
00000834,00000001,000ffffe,305674
00000820,00000002,000ffffe,306034
00000818,00000001,000ffffe,306213
00000854,00000001,000ffffe,306543
000007ec,00000002,000ffffe,306981
00000854,00000001,000ffffe,307199
00000834,00000001,000ffffe,307309
00000834,00000001,000ffffe,307604
00000800,00000001,000ffffe,307752
000007bc,0000000c,00080400,308109
000007ac,00000001,000ffffe,308543
00000848,00000007,00080400,308772
00000834,00000001,000ffffe,308878
0000083c,00000002,000ffffe,309175
000007bc,0000000c,00080400,309573
000007bc,0000000c,00080400,310039
000007c0,00000001,000ffffe,310533
00000818,00000001,000ffffe,310786
00000834,00000001,000ffffe,310913
000007ac,00000001,000ffffe,310977
000007ec,00000002,000ffffe,311250
000007d8,00000001,000ffffe,311657
0000084c,00000001,000ffffe,312133
000007bc,0000000c,00080401,312654
00000874,00000001,000ffffe,313138
0000083c,00000002,000ffffe,313387
000007ec,00000002,000ffffe,313751
00000820,00000002,000ffffe,314173
00000848,00000007,00080401,314629
00000834,00000001,000ffffe,314849
0000083c,00000002,000ffffe,315203
000007ac,00000001,000ffffe,315379
000007c0,00000001,000ffffe,315468
00000820,00000002,000ffffe,315514
00000848,00000007,00080401,315542
000007fc,00000013,00080060,315566
000007ac,00000001,000ffffe,315826
000007bc,0000000c,00080401,316248
0000085c,00000001,000ffffe,316443
000007c0,00000001,000ffffe,316818
000007b4,00000002,000ffffe,317007
000007bc,0000000c,00080401,317351
00000790,00000001,000ffffe,317779
000007d8,00000001,000ffffe,317999
00000854,00000001,000ffffe,318381
00000820,00000002,000ffffe,318813
000007fc,00000013,00080060,319046
000007fc,00000013,00080061,319426
000008ac,0000000c,00080401,319849
0000085c,00000001,000ffffe,320293
00000800,00000001,000ffffe,320521
000007b4,00000002,000ffffe,320876
00000818,00000001,000ffffe,321292
00000818,00000001,000ffffe,321501
000007ac,00000001,000ffffe,321606
000007d8,00000001,000ffffe,321659
0000083c,00000002,000ffffe,321687
00000800,00000001,000ffffe,321700
000007bc,0000000c,00080400,321990
00000818,00000001,000ffffe,322119
0000085c,00000001,000ffffe,322461
00000848,00000007,00080400,322910
00000800,00000001,000ffffe,323126
000007b4,00000002,000ffffe,323510
000007c0,00000001,000ffffe,323701
000007ec,00000002,000ffffe,324038
00000818,00000001,000ffffe,324477
000007c0,00000001,000ffffe,324937
000007b4,00000002,000ffffe,325440
000007fc,00000013,00080062,325948
000007ec,00000002,000ffffe,326177
00000858,00000001,000ffffe,326539
00000818,00000001,000ffffe,326721
000007fc,00000013,00080062,327070
000007bc,0000000c,00080400,327229
000007bc,0000000c,00080400,327714
00000818,00000001,000ffffe,328024
0000082c,00000244,0008044a,328120
0000085c,00000001,000ffffe,328185
000007d0,00000001,000ffffe,328266
000007fc,00000013,00080062,328325
00000818,00000001,000ffffe,328328
000007b4,00000002,000ffffe,328340
000007fc,00000013,00080062,328363
000007ec,00000002,000ffffe,328621
00000820,00000002,000ffffe,329100
000007ac,00000001,000ffffe,329270
00000820,00000002,000ffffe,329357
000007bc,0000000c,00080401,329682
00000858,00000001,000ffffe,329829
000007fc,00000013,00080063,330198
000007bc,0000000c,00080401,330367
000007fc,00000013,00080062,330702
0000084c,00000001,000ffffe,331120
000007fc,00000013,00080062,331596
000007d0,00000001,000ffffe,332079
00000800,00000001,000ffffe,332330
000007b4,00000002,000ffffe,332457
00000818,00000001,000ffffe,332759
00000818,00000001,000ffffe,332911
000007d8,00000001,000ffffe,333259
00000848,00000007,00080401,333711
000007d8,00000001,000ffffe,334400
0000082c,00000244,00080463,334747
000007ac,00000001,000ffffe,334756
00000818,00000001,000ffffe,335174
00000800,00000001,000ffffe,335848
000007fc,00000013,00080063,335979
000007fc,00000013,00080063,336036
00000858,00000001,000ffffe,336047
0000083c,00000002,000ffffe,336063
000007bc,0000000c,00080401,336081
0000082c,00000244,00080447,336202
000007bc,0000000c,00080401,336357
000007c0,00000001,000ffffe,336756
000007d8,00000001,000ffffe,337233
00000884,00000001,000ffffe,337472
00000884,00000001,000ffffe,337592
0000082c,0000236e,0008044f,337827
0000085c,00000001,000ffffe,337892
0000085c,00000001,000ffffe,338282
00000820,00000002,000ffffe,338750
000007ec,00000002,000ffffe,338984
000007bc,0000000c,00080400,339351
000007ac,00000001,000ffffe,339519
00000848,00000007,00080400,339615
00000800,00000001,000ffffe,339926
000007d8,00000001,000ffffe,340085
00000818,00000001,000ffffe,340165
00000858,00000001,000ffffe,340477
000007d0,00000001,000ffffe,340873
00000800,00000001,000ffffe,341343
0000085c,00000001,000ffffe,342104
0000082c,00000244,0008044b,342429
00000848,00000007,00080400,342477
00000800,00000001,000ffffe,342655
00000800,00000001,000ffffe,343425
000007fc,000001e5,00080063,343471
000007b4,00000002,000ffffe,343885
00000834,00000001,000ffffe,344114
000007ec,00000002,000ffffe,344470
000007c0,00000001,000ffffe,344647
00000818,00000001,000ffffe,344976
000007c0,00000001,000ffffe,345141
000007ac,00000001,000ffffe,345224
